region,date,week_day,retail and recreation,grocery and pharmacy,parks,transit_stations,workplaces,residential,mese,holidays,daily_vax,tot_vax,news_score,active_cases,new_cases,tot_deaths,new_deaths,tot_hospitalization,color
Emilia-Romagna,25/10/2021,1,-3,20,30,-13,-6,2,10,N,13942,6809628,0,9485,362,13559,5,319,white
Friuli-Venezia Giulia,25/10/2021,1,-6,16,43,-10,-14,3,10,N,3253,1750124,0,1308,71,3847,1,62,white
Italia,25/10/2021,1,-6,16,21,-15,-14,3,10,N,170039,89084542,0,74654,2535,131856,30,2917,
Lazio,25/10/2021,1,-5,15,6,-22,-19,4,10,N,14388,8708186,0,8906,386,8760,5,407,white
Liguria,25/10/2021,1,-3,19,39,-11,-17,2,10,N,5471,2274093,0,924,46,4422,1,72,white
Lombardy,25/10/2021,1,-10,13,9,-22,-16,4,10,N,31158,15605067,0,8492,119,34142,1,328,white
Marche,25/10/2021,1,-4,18,28,-11,-10,1,10,N,4325,2204061,0,1974,45,3095,0,58,white
Molise,25/10/2021,1,-4,16,0,-6,-9,0,10,N,970,477045,0,98,5,498,0,7,white
Piedmont,25/10/2021,1,-9,14,22,-21,-17,3,10,N,17992,6492487,0,3764,105,11805,1,206,white
Sardinia,25/10/2021,1,1,30,39,-4,-9,3,10,N,4932,2468964,0,1345,13,1670,2,51,white
Sicily,25/10/2021,1,-16,7,-4,-9,-24,7,10,N,9125,6681866,0,7030,443,6986,0,329,white
Trentino-South Tyrol,25/10/2021,1,-12,19,4,-4,-12,2,10,N,3390,1516278,0,1241,40,2576,0,62,white
Tuscany,25/10/2021,1,-3,15,28,-16,-11,2,10,N,11875,5827460,0,5114,211,7254,3,259,white
Umbria,25/10/2021,1,-4,18,47,-3,-6,1,10,N,2698,1339886,0,882,14,1461,0,41,white
Veneto,25/10/2021,1,-5,13,46,-13,-12,2,10,N,10916,7187164,0,9418,220,11815,0,187,white
Abruzzo,26/10/2021,2,-5,21,30,6,-13,1,10,N,3249,1931147,0,1528,70,2559,0,62,white
Aosta,26/10/2021,2,-21,10,33,-18,-19,1,10,N,565,175629,0,79,5,474,0,6,white
Apulia,26/10/2021,2,0,23,30,6,-11,1,10,N,12849,6067294,0,2447,278,6828,3,147,white
Basilicata,26/10/2021,2,1,24,52,-6,-7,2,10,N,912,829870,0,758,17,624,0,21,white
Calabria,26/10/2021,2,-5,25,17,-1,-24,6,10,N,3790,2590155,0,2793,115,1445,1,90,white
Campania,26/10/2021,2,-2,27,15,-10,-13,2,10,N,12696,8182199,0,7191,393,8043,3,210,white
Emilia-Romagna,26/10/2021,2,-3,19,29,-16,-8,2,10,N,14566,6824194,0,9066,273,13564,5,318,white
Friuli-Venezia Giulia,26/10/2021,2,-2,17,43,-5,-12,3,10,N,4049,1754173,0,1368,149,3848,1,59,white
Italia,26/10/2021,2,-4,17,27,-14,-14,3,10,N,171491,89256033,0,75046,4054,131904,48,2945,
Lazio,26/10/2021,2,-7,11,-6,-24,-19,4,10,N,14964,8723150,0,8980,437,8770,10,405,white
Liguria,26/10/2021,2,-1,18,66,-9,-17,2,10,N,4955,2279048,0,881,74,4423,1,73,white
Lombardy,26/10/2021,2,-6,14,37,-18,-14,3,10,N,31417,15636484,0,8731,498,34145,3,350,white
Marche,26/10/2021,2,-6,18,14,-15,-10,2,10,N,4025,2208086,0,1995,103,3099,4,55,white
Molise,26/10/2021,2,-1,23,8,-2,-6,-1,10,N,690,477735,0,79,1,498,0,6,white
Piedmont,26/10/2021,2,-6,15,31,-19,-16,2,10,N,17832,6510319,0,3854,260,11806,1,201,white
Sardinia,26/10/2021,2,3,33,64,-6,-8,2,10,N,4978,2473942,0,1325,20,1671,1,52,white
Sicily,26/10/2021,2,-20,4,-4,-8,-24,8,10,N,8199,6690065,0,7115,484,6994,8,322,white
Trentino-South Tyrol,26/10/2021,2,-8,17,23,7,-13,2,10,N,3443,1519721,0,1294,114,2576,0,65,white
Tuscany,26/10/2021,2,-3,13,47,-14,-11,2,10,N,11555,5839015,0,5075,192,7258,4,258,white
Umbria,26/10/2021,2,-2,21,36,-5,-8,1,10,N,3852,1343738,0,939,96,1462,1,41,white
Veneto,26/10/2021,2,-1,14,54,-13,-11,2,10,N,12905,7200069,0,9548,475,11817,2,204,white
Abruzzo,27/10/2021,3,-3,23,39,11,-12,0,10,N,3709,1934856,10,1596,106,2559,0,62,white
Aosta,27/10/2021,3,-19,12,19,-25,-17,1,10,N,327,175956,10,76,7,474,0,7,white
Apulia,27/10/2021,3,0,26,25,5,-11,1,10,N,11013,6078307,10,2538,265,6832,4,146,white
Basilicata,27/10/2021,3,0,30,41,0,-8,1,10,N,836,830706,10,776,32,624,0,21,white
Calabria,27/10/2021,3,0,34,33,11,-17,2,10,N,4852,2595007,10,2830,137,1446,1,93,white
Campania,27/10/2021,3,0,30,17,-8,-12,1,10,N,12300,8194499,10,7469,592,8046,3,219,white
Emilia-Romagna,27/10/2021,3,-1,20,42,-13,-8,2,10,N,14198,6838392,10,8363,307,13577,13,315,white
Friuli-Venezia Giulia,27/10/2021,3,-4,17,34,-7,-12,3,10,N,3555,1757728,10,1536,261,3849,1,66,white
Italia,27/10/2021,3,-3,21,32,-13,-13,2,10,N,183398,89439431,10,75365,4598,131954,50,2956,
Lazio,27/10/2021,3,-3,18,11,-21,-19,3,10,N,15097,8738247,10,8848,503,8775,5,409,white
Liguria,27/10/2021,3,-3,19,39,-9,-16,2,10,N,5228,2284276,10,920,63,4425,2,71,white
Lombardy,27/10/2021,3,-8,17,28,-20,-14,3,10,N,31441,15667925,10,8777,513,34145,0,360,white
Marche,27/10/2021,3,-3,21,38,-6,-10,1,10,N,4703,2212789,10,2046,105,3101,2,59,white
Molise,27/10/2021,3,1,26,4,-7,-5,0,10,N,1120,478855,10,102,24,498,0,6,white
Piedmont,27/10/2021,3,-5,18,30,-19,-15,2,10,N,18143,6528462,10,3897,228,11807,1,201,white
Sardinia,27/10/2021,3,4,33,55,-1,-8,2,10,N,4841,2478783,10,1315,35,1671,0,49,white
Sicily,27/10/2021,3,-5,31,7,0,-20,5,10,N,10741,6700806,10,6979,282,7000,6,318,white
Trentino-South Tyrol,27/10/2021,3,-9,19,15,5,-12,1,10,N,3092,1522813,10,1438,218,2576,0,60,white
Tuscany,27/10/2021,3,-3,14,31,-14,-10,2,10,N,20699,5859714,10,5124,302,7266,8,260,white
Umbria,27/10/2021,3,-1,17,37,-4,-8,1,10,N,4234,1347972,10,992,79,1463,1,38,white
Veneto,27/10/2021,3,-3,16,45,-13,-10,1,10,N,13269,7213338,10,9743,539,11820,3,196,white
Abruzzo,28/10/2021,4,-2,22,35,14,-11,0,10,N,4171,1939027,-10,1657,98,2559,0,63,white
Aosta,28/10/2021,4,-19,15,24,-20,-17,1,10,N,437,176393,-10,76,3,474,0,6,white
Apulia,28/10/2021,4,1,26,24,12,-10,1,10,N,13300,6091607,-10,2682,215,6832,0,150,white
Basilicata,28/10/2021,4,5,31,50,4,-6,0,10,N,1073,831779,-10,784,24,624,0,20,white
Calabria,28/10/2021,4,0,36,31,18,-16,1,10,N,3646,2598653,-10,2931,174,1446,0,96,white
Campania,28/10/2021,4,1,31,16,-6,-12,1,10,N,12502,8207001,-10,7801,627,8053,7,234,white
Emilia-Romagna,28/10/2021,4,-1,19,38,-12,-8,2,10,N,16910,6855302,-10,7930,391,13583,6,314,white
Friuli-Venezia Giulia,28/10/2021,4,-6,17,36,-4,-11,2,10,N,2922,1760650,-10,1692,249,3852,3,69,white
Italia,28/10/2021,4,-3,20,28,-12,-13,2,10,N,195725,89635156,-10,76778,4866,132004,50,2956,
Lazio,28/10/2021,4,-3,18,11,-18,-18,3,10,N,15889,8754136,-10,9087,594,8780,5,404,white
Liguria,28/10/2021,4,-3,22,47,-7,-16,2,10,N,5249,2289525,-10,971,106,4425,0,68,white
Lombardy,28/10/2021,4,-6,15,22,-19,-14,3,10,N,31725,15699650,-10,8903,570,34148,3,345,white
Marche,28/10/2021,4,-2,21,47,-5,-11,1,10,N,4332,2217121,-10,2048,91,3103,2,61,white
Molise,28/10/2021,4,-1,24,9,-2,-7,-1,10,N,1043,479898,-10,114,12,498,0,7,white
Piedmont,28/10/2021,4,-6,17,26,-18,-15,2,10,N,18494,6546956,-10,3993,268,11811,4,199,white
Sardinia,28/10/2021,4,1,32,18,-7,-9,3,10,N,5000,2483783,-10,1324,59,1673,2,46,white
Sicily,28/10/2021,4,-13,22,0,-6,-24,7,10,N,10013,6710819,-10,7044,308,7009,9,324,white
Trentino-South Tyrol,28/10/2021,4,-14,19,13,2,-12,2,10,N,4470,1527283,-10,1491,140,2577,1,61,white
Tuscany,28/10/2021,4,-2,17,35,-12,-10,2,10,N,21197,5880911,-10,5277,373,7272,6,251,white
Umbria,28/10/2021,4,-1,20,42,-2,-8,0,10,N,6910,1354882,-10,1028,56,1464,1,42,white
Veneto,28/10/2021,4,-2,15,45,-12,-10,1,10,N,16442,7229780,-10,9945,508,11821,1,196,white
Abruzzo,29/10/2021,5,-2,26,36,33,-14,-1,10,N,3976,1943003,0,1779,167,2559,0,74,white
Aosta,29/10/2021,5,-21,19,34,-20,-19,1,10,N,441,176834,0,70,4,474,0,5,white
Apulia,29/10/2021,5,-1,29,24,17,-12,0,10,N,11650,6103257,0,2843,233,6832,0,149,white
Basilicata,29/10/2021,5,3,34,47,7,-12,0,10,N,887,832666,0,799,32,624,0,22,white
Calabria,29/10/2021,5,-7,28,14,14,-18,3,10,N,4690,2603343,0,2997,197,1447,1,99,white
Campania,29/10/2021,5,1,33,18,3,-14,1,10,N,13046,8220047,0,8157,654,8058,5,249,white
Emilia-Romagna,29/10/2021,5,-1,24,37,-2,-9,1,10,N,16238,6871540,0,7683,428,13587,4,314,white
Friuli-Venezia Giulia,29/10/2021,5,-7,19,30,1,-14,2,10,N,4082,1764732,0,1822,267,3853,1,74,white
Italia,29/10/2021,5,-6,20,29,-8,-15,2,10,N,183342,89818498,0,78644,5335,132037,33,3007,
Lazio,29/10/2021,5,-5,18,14,-16,-19,2,10,N,14505,8768641,0,9241,583,8786,6,418,white
Liguria,29/10/2021,5,2,25,83,-2,-18,1,10,N,4692,2294217,0,1055,186,4426,1,67,white
Lombardy,29/10/2021,5,-7,16,19,-17,-16,3,10,N,30649,15730299,0,9065,510,34152,4,343,white
Marche,29/10/2021,5,-4,21,33,3,-10,0,10,N,4863,2221984,0,2086,122,3104,1,65,white
Molise,29/10/2021,5,2,30,20,6,-9,-2,10,N,2010,481908,0,122,8,498,0,7,white
Piedmont,29/10/2021,5,-8,18,28,-15,-16,2,10,N,18722,6565678,0,4056,264,11811,0,196,white
Sardinia,29/10/2021,5,2,36,38,3,-9,1,10,N,6006,2489789,0,1321,23,1673,0,47,white
Sicily,29/10/2021,5,-33,-6,-28,-21,-36,14,10,N,7120,6717939,0,7142,471,7012,3,321,white
Trentino-South Tyrol,29/10/2021,5,-12,25,12,-2,-13,1,10,N,4476,1531759,0,1627,214,2579,2,62,white
Tuscany,29/10/2021,5,0,19,72,1,-11,1,10,N,15929,5896840,0,5490,376,7275,3,258,white
Umbria,29/10/2021,5,3,25,59,18,-7,-1,10,N,3282,1358164,0,1074,73,1464,0,41,white
Veneto,29/10/2021,5,-3,17,43,-6,-11,1,10,N,16078,7245858,0,10215,523,11823,2,196,white
Abruzzo,30/10/2021,6,-5,17,80,48,-18,-2,10,N,2946,1945949,-10,1833,83,2560,1,68,white
Aosta,30/10/2021,6,-25,17,26,-34,-26,2,10,N,181,177015,-10,74,6,474,0,4,white
Apulia,30/10/2021,6,-6,20,35,26,-14,-1,10,N,1209,6104466,-10,2938,201,6834,2,146,white
Basilicata,30/10/2021,6,7,31,79,22,-15,-1,10,N,1026,833692,-10,803,17,624,0,22,white
Calabria,30/10/2021,6,-4,26,24,29,-21,2,10,N,3480,2606823,-10,3086,167,1449,2,102,white
Campania,30/10/2021,6,-2,28,32,14,-13,-1,10,N,10503,8230550,-10,8607,629,8059,1,268,white
Emilia-Romagna,30/10/2021,6,-2,21,58,7,-10,-1,10,N,15738,6887278,-10,7395,409,13592,5,322,white
Friuli-Venezia Giulia,30/10/2021,6,-10,9,72,-1,-13,0,10,N,3676,1768408,-10,1981,249,3856,3,75,white
Italia,30/10/2021,6,-7,14,41,-1,-13,-1,10,N,134252,89952750,-10,80381,4878,132074,37,3053,
Lazio,30/10/2021,6,-5,9,40,-6,-8,-3,10,N,14677,8783318,-10,9373,538,8794,8,425,white
Liguria,30/10/2021,6,-12,11,23,-3,-13,1,10,N,3423,2297640,-10,1127,111,4426,0,72,white
Lombardy,30/10/2021,6,-13,8,11,-12,-13,1,10,N,18742,15749041,-10,9318,574,34155,3,346,white
Marche,30/10/2021,6,-8,14,52,5,-12,-1,10,N,3226,2225210,-10,2168,128,3105,1,69,white
Molise,30/10/2021,6,2,28,57,10,-10,-3,10,N,1695,483603,-10,119,1,498,0,7,white
Piedmont,30/10/2021,6,-13,10,-2,-17,-13,2,10,N,15471,6581149,-10,4177,281,11812,1,192,white
Sardinia,30/10/2021,6,-5,25,31,-5,-16,1,10,N,1205,2490994,-10,1321,44,1673,0,44,white
Sicily,30/10/2021,6,-10,22,4,-3,-16,3,10,N,8488,6726427,-10,7162,285,7015,3,318,white
Trentino-South Tyrol,30/10/2021,6,-7,24,48,4,-13,-1,10,N,1915,1533674,-10,1809,257,2580,1,68,white
Tuscany,30/10/2021,6,0,14,122,14,-11,-2,10,N,11574,5908414,-10,5569,287,7277,2,269,white
Umbria,30/10/2021,6,5,22,159,28,-10,-3,10,N,2620,1360784,-10,1118,79,1464,0,41,white
Veneto,30/10/2021,6,-3,11,62,6,-11,-1,10,N,12457,7258315,-10,10403,532,11827,4,195,white
Abruzzo,31/10/2021,7,0,20,103,26,-8,-3,10,N,351,1946300,0,1927,105,2562,2,65,white
Aosta,31/10/2021,7,-19,27,45,-28,-29,2,10,N,138,177153,0,80,8,474,0,5,white
Apulia,31/10/2021,7,-2,18,98,34,-3,-3,10,N,5,6104471,0,3075,184,6835,1,146,white
Basilicata,31/10/2021,7,37,31,180,37,-3,-3,10,N,573,834265,0,802,12,624,0,22,white
Calabria,31/10/2021,7,2,31,53,17,-6,0,10,N,667,2607490,0,3157,178,1449,0,103,white
Campania,31/10/2021,7,0,28,32,11,-6,0,10,N,5241,8235791,0,8969,636,8063,4,260,white
Emilia-Romagna,31/10/2021,7,2,23,84,-5,-5,-1,10,N,6738,6894016,0,7429,372,13595,3,335,white
Friuli-Venezia Giulia,31/10/2021,7,-4,11,60,7,-8,0,10,N,1616,1770024,0,2149,295,3856,0,82,white
Italia,31/10/2021,7,-3,18,35,-1,-4,0,10,N,60858,90013608,0,82448,4526,132100,26,3096,
Lazio,31/10/2021,7,-1,14,16,-16,2,-1,10,N,9901,8793219,0,9517,528,8796,2,440,white
Liguria,31/10/2021,7,-6,14,9,-8,-12,3,10,N,172,2297812,0,1181,98,4426,0,77,white
Lombardy,31/10/2021,7,-8,13,0,-14,-6,1,10,N,5941,15754982,0,9620,474,34159,4,339,white
Marche,31/10/2021,7,-6,16,78,16,-5,-2,10,N,595,2225805,0,2252,118,3107,2,72,white
Molise,31/10/2021,7,16,31,108,23,1,-3,10,N,,483603,0,114,5,498,0,7,white
Piedmont,31/10/2021,7,-11,9,-11,-17,-7,2,10,N,8516,6589665,0,4250,193,11813,1,197,white
Sardinia,31/10/2021,7,-11,17,-27,-18,-1,4,10,N,862,2491856,0,1336,23,1673,0,47,white
Sicily,31/10/2021,7,-15,10,-26,-14,-5,4,10,N,7427,6733854,0,7197,301,7017,2,321,white
Trentino-South Tyrol,31/10/2021,7,-4,30,53,12,-12,1,10,N,9,1533683,0,1838,145,2581,1,68,white
Tuscany,31/10/2021,7,9,21,89,9,5,-1,10,N,4781,5913195,0,5796,385,7279,2,270,white
Umbria,31/10/2021,7,15,27,153,21,2,-2,10,N,884,1361668,0,1173,78,1464,0,43,white
Veneto,31/10/2021,7,1,12,79,15,0,-1,10,N,6441,7264756,0,10586,388,11829,2,197,white
Abruzzo,01/11/2021,1,-4,-12,116,13,-75,11,11,S,255,1946555,-10,1947,33,2562,0,64,white
Aosta,01/11/2021,1,-27,-7,66,-42,-71,16,11,S,1,177154,-10,80,0,474,0,5,white
Apulia,01/11/2021,1,-7,-22,59,-8,-69,8,11,S,9,6104480,-10,3125,95,6835,0,156,white
Basilicata,01/11/2021,1,-2,-13,137,-23,-66,11,11,S,519,834784,-10,808,7,624,0,24,white
Calabria,01/11/2021,1,-10,-12,53,-2,-69,12,11,S,650,2608140,-10,3150,56,1451,2,107,white
Campania,01/11/2021,1,0,-2,27,-22,-70,13,11,S,5078,8240869,-10,9150,354,8063,0,278,white
Emilia-Romagna,01/11/2021,1,-16,-25,29,-26,-79,18,11,S,5167,6899183,-10,7526,407,13595,0,339,white
Friuli-Venezia Giulia,01/11/2021,1,-30,-30,18,-43,-80,20,11,S,1,1770025,-10,2174,72,3856,0,93,white
Italia,01/11/2021,1,-17,-19,21,-38,-77,17,11,S,52666,90066274,-10,83722,2818,132120,20,3227,
Lazio,01/11/2021,1,-19,-20,-5,-45,-77,16,11,S,7504,8800723,-10,9750,445,8799,3,464,white
Liguria,01/11/2021,1,-33,-31,-18,-42,-75,18,11,S,598,2298410,-10,1242,65,4426,0,85,white
Lombardy,01/11/2021,1,-25,-18,-27,-51,-82,20,11,S,12563,15767545,-10,9684,186,34162,3,333,white
Marche,01/11/2021,1,-8,-20,64,-16,-79,14,11,S,854,2226659,-10,2256,45,3107,0,72,white
Molise,01/11/2021,1,-9,-31,46,-11,-70,9,11,S,1057,484660,-10,114,1,498,0,7,white
Piedmont,01/11/2021,1,-22,-21,4,-46,-80,19,11,S,7216,6596881,-10,4259,88,11814,1,209,white
Sardinia,01/11/2021,1,-22,-16,21,-33,-68,13,11,S,,2491856,-10,1339,21,1674,1,50,white
Sicily,01/11/2021,1,-5,-8,24,-27,-66,12,11,S,5102,6738956,-10,7384,295,7019,2,336,white
Trentino-South Tyrol,01/11/2021,1,-39,-32,-8,-30,-78,19,11,S,2,1533685,-10,1859,69,2581,0,77,white
Tuscany,01/11/2021,1,-15,-18,45,-25,-77,18,11,S,2791,5915986,-10,5897,204,7283,4,283,white
Umbria,01/11/2021,1,-2,-18,156,9,-74,15,11,S,849,1362517,-10,1160,13,1464,0,44,white
Veneto,01/11/2021,1,-23,-26,10,-36,-81,21,11,S,2450,7267206,-10,10818,362,11833,4,201,white
Abruzzo,02/11/2021,2,-3,30,58,25,-25,1,11,N,4209,1950764,0,1931,17,2562,0,70,white
Aosta,02/11/2021,2,-22,16,31,-24,-23,2,11,N,542,177696,0,79,5,474,0,5,white
Apulia,02/11/2021,2,0,31,33,16,-24,2,11,N,11077,6115557,0,3119,83,6835,0,161,white
Basilicata,02/11/2021,2,4,34,69,-3,-23,2,11,N,884,835668,0,819,15,624,0,26,white
Calabria,02/11/2021,2,-2,34,36,20,-32,4,11,N,3870,2612010,0,3108,46,1451,0,107,white
Campania,02/11/2021,2,-2,32,15,-5,-27,4,11,N,12467,8253336,0,9135,248,8073,10,291,white
Emilia-Romagna,02/11/2021,2,-4,27,43,-14,-22,4,11,N,14724,6913907,0,7611,334,13603,8,349,white
Friuli-Venezia Giulia,02/11/2021,2,-7,23,31,-11,-19,4,11,N,2517,1772542,0,2258,160,3860,4,96,white
Italia,02/11/2021,2,-4,26,31,-12,-20,3,11,N,168497,90234771,0,84447,2834,132161,41,3377,
Lazio,02/11/2021,2,-3,21,11,-18,-20,3,11,N,14963,8815686,0,9727,388,8804,5,491,white
Liguria,02/11/2021,2,-1,28,59,-7,-19,2,11,N,6171,2304581,0,1245,84,4428,2,89,white
Lombardy,02/11/2021,2,-9,21,31,-19,-17,4,11,N,30770,15798315,0,9858,213,34162,0,341,white
Marche,02/11/2021,2,-4,30,58,-7,-25,3,11,N,3978,2230637,0,2255,42,3107,0,80,white
Molise,02/11/2021,2,4,35,27,6,-21,0,11,N,1563,486223,0,114,0,498,0,7,white
Piedmont,02/11/2021,2,-7,23,29,-16,-17,2,11,N,15715,6612596,0,4315,193,11815,1,225,white
Sardinia,02/11/2021,2,0,37,44,-14,-23,4,11,N,4697,2496553,0,1347,30,1676,2,49,white
Sicily,02/11/2021,2,-2,22,30,3,-26,3,11,N,10967,6749923,0,7611,382,7022,3,345,white
Trentino-South Tyrol,02/11/2021,2,-14,22,11,-4,-27,3,11,N,3329,1537014,0,1839,48,2582,1,88,white
Tuscany,02/11/2021,2,-5,20,32,-9,-12,3,11,N,9469,5925455,0,5902,190,7287,4,299,white
Umbria,02/11/2021,2,1,28,66,7,-20,2,11,N,2437,1364954,0,1171,20,1464,0,48,white
Veneto,02/11/2021,2,-4,24,47,-8,-11,2,11,N,14148,7281354,0,11003,336,11834,1,210,white
Abruzzo,03/11/2021,3,-7,24,11,4,-13,2,11,N,5001,1955765,0,1929,106,2564,2,73,white
Aosta,03/11/2021,3,-26,11,-3,-31,-20,4,11,N,260,177956,0,82,5,474,0,4,white
Apulia,03/11/2021,3,-5,26,6,4,-11,2,11,N,10572,6126129,0,3134,232,6843,8,158,white
Basilicata,03/11/2021,3,-2,32,33,0,-8,2,11,N,1042,836710,0,817,38,624,0,25,white
Calabria,03/11/2021,3,-2,34,29,24,-17,2,11,N,5334,2617344,0,3136,161,1454,3,106,white
Campania,03/11/2021,3,-19,13,-25,-20,-18,7,11,N,15475,8268811,0,9378,626,8075,2,285,white
Emilia-Romagna,03/11/2021,3,-8,20,8,-16,-7,3,11,N,17035,6930942,0,7498,222,13608,5,345,white
Friuli-Venezia Giulia,03/11/2021,3,-15,9,-9,-21,-20,7,11,N,2940,1775482,0,2309,153,3864,4,105,white
Italia,03/11/2021,3,-12,15,-5,-19,-13,4,11,N,196226,90430997,0,85287,5188,132224,63,3410,
Lazio,03/11/2021,3,-15,11,-25,-26,-19,6,11,N,17178,8832864,0,9752,456,8807,3,496,white
Liguria,03/11/2021,3,-17,9,-9,-18,-19,6,11,N,5571,2310152,0,1232,151,4429,1,85,white
Lombardy,03/11/2021,3,-18,8,-30,-25,-14,6,11,N,32730,15831045,0,10042,682,34172,10,366,white
Marche,03/11/2021,3,-8,21,8,-12,-9,2,11,N,5236,2235873,0,2342,140,3108,1,81,white
Molise,03/11/2021,3,-8,21,-24,-11,-8,3,11,N,1884,488107,0,113,0,499,1,6,white
Piedmont,03/11/2021,3,-14,13,-15,-25,-14,5,11,N,16748,6629344,0,4376,318,11816,1,236,white
Sardinia,03/11/2021,3,-7,26,3,-15,-11,5,11,N,4552,2501105,0,1368,58,1676,0,47,white
Sicily,03/11/2021,3,-1,26,22,3,-13,1,11,N,14576,6764499,0,7401,398,7029,7,345,white
Trentino-South Tyrol,03/11/2021,3,-23,10,-42,-15,-20,6,11,N,2890,1539904,0,2065,288,2584,2,89,white
Tuscany,03/11/2021,3,-9,13,1,-18,-10,4,11,N,18189,5943644,0,5927,290,7297,10,297,white
Umbria,03/11/2021,3,-8,18,2,-6,-8,3,11,N,3037,1367991,0,1212,83,1465,1,47,white
Veneto,03/11/2021,3,-11,13,-1,-19,-9,4,11,N,15976,7297330,0,11174,781,11836,2,214,white
Abruzzo,04/11/2021,4,-7,21,12,4,-11,2,11,N,3668,1959433,-5,2010,128,2565,1,75,white
Aosta,04/11/2021,4,-23,16,11,-26,-18,3,11,N,645,178601,-5,75,0,474,0,3,white
Apulia,04/11/2021,4,-4,25,10,5,-9,2,11,N,13420,6139549,-5,3139,224,6844,1,163,white
Basilicata,04/11/2021,4,1,29,41,1,-5,1,11,N,1203,837913,-5,824,27,624,0,25,white
Calabria,04/11/2021,4,-2,34,31,13,-15,2,11,N,4650,2621994,-5,3201,179,1454,0,107,white
Campania,04/11/2021,4,-10,27,-13,-17,-14,4,11,N,17084,8285895,-5,9600,615,8081,6,280,white
Emilia-Romagna,04/11/2021,4,-4,21,27,-17,-7,3,11,N,18126,6949068,-5,7566,328,13614,6,335,white
Friuli-Venezia Giulia,04/11/2021,4,-10,18,11,-10,-10,4,11,N,3790,1779272,-5,2572,483,3867,3,114,white
Italia,04/11/2021,4,-6,22,13,-16,-12,3,11,N,203321,90634318,-5,87376,5905,132283,59,3428,
Lazio,04/11/2021,4,-8,19,-4,-22,-17,4,11,N,18345,8851209,-5,9956,664,8813,6,505,white
Liguria,04/11/2021,4,-5,25,33,-8,-16,3,11,N,6295,2316447,-5,1323,91,4430,1,88,white
Lombardy,04/11/2021,4,-8,18,7,-20,-13,4,11,N,32735,15863780,-5,10253,745,34187,15,379,white
Marche,04/11/2021,4,-6,23,32,-12,-9,2,11,N,4745,2240618,-5,2442,159,3109,1,81,white
Molise,04/11/2021,4,-5,26,-8,-9,-7,2,11,N,1472,489579,-5,119,18,499,0,6,white
Piedmont,04/11/2021,4,-8,18,17,-20,-14,3,11,N,15395,6644739,-5,4438,286,11821,5,227,white
Sardinia,04/11/2021,4,-1,33,26,-10,-8,3,11,N,5665,2506770,-5,1371,37,1677,1,44,white
Sicily,04/11/2021,4,-2,26,20,0,-12,1,11,N,14468,6778967,-5,7467,372,7033,4,339,white
Trentino-South Tyrol,04/11/2021,4,-23,13,-30,-12,-19,5,11,N,4082,1543986,-5,2278,331,2587,3,88,white
Tuscany,04/11/2021,4,-6,18,11,-19,-9,3,11,N,19215,5962859,-5,6085,385,7298,1,300,white
Umbria,04/11/2021,4,-6,23,24,-9,-7,2,11,N,2780,1370771,-5,1241,99,1465,0,46,white
Veneto,04/11/2021,4,-5,18,27,-17,-9,2,11,N,15538,7312868,-5,11416,734,11841,5,223,white
Abruzzo,05/11/2021,5,-11,18,-8,5,-12,3,11,N,5287,1964720,10,2097,143,2565,0,73,white
Aosta,05/11/2021,5,-27,11,12,-28,-18,2,11,N,681,179282,10,67,8,474,0,3,white
Apulia,05/11/2021,5,-7,25,2,1,-10,2,11,N,12027,6151576,10,3227,251,6845,1,163,white
Basilicata,05/11/2021,5,-5,27,26,1,-10,2,11,N,1495,839408,10,825,20,624,0,26,white
Calabria,05/11/2021,5,-4,29,27,8,-15,2,11,N,6222,2628216,10,3282,169,1454,0,115,white
Campania,05/11/2021,5,-6,32,1,-11,-12,3,11,N,19197,8305092,10,9943,722,8088,7,280,white
Emilia-Romagna,05/11/2021,5,-6,22,17,-16,-6,3,11,N,19010,6968078,10,7849,618,13618,4,342,white
Friuli-Venezia Giulia,05/11/2021,5,-11,15,4,-10,-12,4,11,N,4593,1783865,10,2799,410,3873,6,124,white
Italia,05/11/2021,5,-8,19,12,-15,-12,3,11,N,216315,90850633,10,90356,6764,132334,51,3519,
Lazio,05/11/2021,5,-10,16,-2,-21,-16,4,11,N,19147,8870356,10,10249,716,8820,7,534,white
Liguria,05/11/2021,5,-3,23,59,-9,-17,2,11,N,5647,2322094,10,1351,118,4430,0,91,white
Lombardy,05/11/2021,5,-9,14,8,-21,-14,4,11,N,33554,15897334,10,10556,840,34194,7,384,white
Marche,05/11/2021,5,-9,18,6,-17,-7,2,11,N,5618,2246236,10,2571,252,3111,2,82,white
Molise,05/11/2021,5,-9,26,-14,-10,-7,2,11,N,1357,490936,10,115,4,499,0,7,white
Piedmont,05/11/2021,5,-10,14,21,-19,-13,3,11,N,18671,6663410,10,4556,386,11824,3,227,white
Sardinia,05/11/2021,5,-6,30,3,-10,-8,4,11,N,6263,2513033,10,1429,96,1677,0,51,white
Sicily,05/11/2021,5,-5,22,15,-3,-13,1,11,N,16185,6795152,10,7639,466,7042,9,350,white
Trentino-South Tyrol,05/11/2021,5,-21,15,-19,-14,-19,4,11,N,4716,1548702,10,2404,258,2587,0,88,white
Tuscany,05/11/2021,5,-6,15,21,-16,-9,3,11,N,17323,5980182,10,6245,381,7301,3,298,white
