region,date,week_day,retail and recreation,grocery and pharmacy,parks,transit_stations,workplaces,residential,mese,holidays,daily_vax,tot_vax,news_score,active_cases,new_cases,tot_deaths,new_deaths,tot_hospitalization,color
Emilia-Romagna,07/05/2020,4,-59,-27,-13,-54,-41,20,5,N,,0,-10,8011,108,3766,29,1899,
Friuli-Venezia Giulia,07/05/2020,4,-59,-23,-11,-47,-39,19,5,N,,0,-10,927,13,308,2,111,
Italia,07/05/2020,4,-60,-27,-28,-58,-45,20,5,N,,,-10,89624,1401,29958,274,16485,
Lazio,07/05/2020,4,-61,-26,-42,-65,-53,23,5,N,,0,-10,4348,39,543,5,1380,
Liguria,07/05/2020,4,-56,-23,-24,-51,-46,20,5,N,,0,-10,3248,94,1254,11,582,
Lombardy,07/05/2020,4,-64,-31,-15,-65,-48,23,5,N,,0,-10,32015,720,14745,134,6328,
Marche,07/05/2020,4,-57,-29,-15,-45,-42,20,5,N,,0,-10,3247,31,948,5,369,
Molise,07/05/2020,4,-56,-29,-41,-47,-44,17,5,N,,0,-10,170,1,22,0,8,
Piedmont,07/05/2020,4,-62,-29,-14,-58,-46,21,5,N,,0,-10,14469,196,3282,35,2297,
Sardinia,07/05/2020,4,-62,-29,-15,-50,-43,16,5,N,,0,-10,583,5,119,0,99,
Sicily,07/05/2020,4,-58,-26,-38,-59,-47,17,5,N,,0,-10,2127,7,251,1,370,
Trentino-South Tyrol,07/05/2020,4,-63,-30,-46,-51,-44,18,5,N,,0,-10,1461,12,724,1,208,
Tuscany,07/05/2020,4,-60,-27,-26,-53,-43,21,5,N,,0,-10,4716,26,915,16,528,
Umbria,07/05/2020,4,-58,-29,-29,-40,-40,19,5,N,,0,-10,141,1,70,0,56,
Veneto,07/05/2020,4,-58,-22,-28,-56,-39,18,5,N,,0,-10,6534,74,1589,21,959,
Abruzzo,08/05/2020,5,-58,-22,-25,-57,-44,20,5,N,,0,-10,1713,6,351,3,260,
Aosta,08/05/2020,5,-73,-30,-51,-55,-49,21,5,N,,0,-10,123,1,139,0,47,
Apulia,08/05/2020,5,-54,-20,-29,-63,-44,17,5,N,,0,-10,2733,11,443,2,382,
Basilicata,08/05/2020,5,-57,-21,-31,-52,-45,18,5,N,,0,-10,152,-1,26,0,50,
Calabria,08/05/2020,5,-58,-25,-26,-60,-46,18,5,N,,0,-10,619,1,90,1,75,
Campania,08/05/2020,5,-59,-19,-40,-56,-46,19,5,N,,0,-10,2012,21,386,7,446,
Emilia-Romagna,08/05/2020,5,-60,-20,-24,-57,-41,21,5,N,,0,-10,7730,111,3797,31,1843,
Friuli-Venezia Giulia,08/05/2020,5,-59,-16,-17,-47,-40,20,5,N,,0,-10,911,9,308,0,107,
Italia,08/05/2020,5,-60,-23,-29,-58,-45,21,5,N,,,-10,87961,1327,30201,243,15804,
Lazio,08/05/2020,5,-62,-23,-40,-65,-52,24,5,N,,0,-10,4328,52,549,6,1362,
Liguria,08/05/2020,5,-55,-20,-12,-51,-45,21,5,N,,0,-10,3176,78,1265,11,563,
Lombardy,08/05/2020,5,-65,-28,-20,-65,-48,24,5,N,,0,-10,31983,634,14839,94,6102,
Marche,08/05/2020,5,-58,-23,-26,-46,-42,21,5,N,,0,-10,3238,18,954,6,341,
Molise,08/05/2020,5,-56,-25,-31,-49,-44,17,5,N,,0,-10,184,22,22,0,6,
Piedmont,08/05/2020,5,-63,-26,-19,-58,-46,23,5,N,,0,-10,14107,233,3305,23,2153,
Sardinia,08/05/2020,5,-63,-25,-26,-52,-43,17,5,N,,0,-10,553,6,119,0,100,
Sicily,08/05/2020,5,-56,-21,-30,-60,-46,17,5,N,,0,-10,2127,13,253,2,329,
Trentino-South Tyrol,08/05/2020,5,-63,-26,-52,-53,-44,19,5,N,,0,-10,1374,8,727,3,192,
Tuscany,08/05/2020,5,-60,-27,-23,-53,-43,21,5,N,,0,-10,4592,38,930,15,483,
Umbria,08/05/2020,5,-59,-25,-26,-42,-40,19,5,N,,0,-10,119,1,71,1,53,
Veneto,08/05/2020,5,-60,-16,-34,-58,-39,20,5,N,,0,-10,6187,65,1627,38,910,
Abruzzo,09/05/2020,6,-62,-24,-24,-55,-41,16,5,N,,0,-10,1676,8,355,4,256,
Aosta,09/05/2020,6,-80,-41,-63,-59,-45,15,5,N,,0,-10,118,1,139,0,48,
Apulia,09/05/2020,6,-58,-23,-32,-60,-40,15,5,N,,0,-10,2729,30,443,0,377,
Basilicata,09/05/2020,6,-59,-22,-42,-54,-41,15,5,N,,0,-10,145,0,27,1,46,
Calabria,09/05/2020,6,-62,-25,-37,-58,-41,15,5,N,,0,-10,612,3,90,0,70,
Campania,09/05/2020,6,-62,-19,-39,-50,-38,15,5,N,,0,-10,1965,14,388,2,441,
Emilia-Romagna,09/05/2020,6,-63,-25,-25,-53,-41,16,5,N,,0,-10,7401,121,3827,30,1759,
Friuli-Venezia Giulia,09/05/2020,6,-61,-20,-2,-39,-37,14,5,N,,0,-10,869,8,308,0,104,
Italia,09/05/2020,6,-63,-28,-31,-52,-39,15,5,N,,,-10,84842,1083,30395,194,14868,
Lazio,09/05/2020,6,-64,-25,-34,-57,-36,15,5,N,,0,-10,4345,47,553,4,1359,
Liguria,09/05/2020,6,-62,-26,-40,-46,-32,15,5,N,,0,-10,2982,15,1276,11,543,
Lombardy,09/05/2020,6,-67,-35,-15,-57,-43,17,5,N,,0,-10,30262,502,14924,85,5865,
Marche,09/05/2020,6,-62,-28,-31,-42,-43,18,5,N,,0,-10,3230,23,958,4,317,
Molise,09/05/2020,6,-60,-25,-32,-44,-39,16,5,N,,0,-10,205,20,22,0,8,
Piedmont,09/05/2020,6,-67,-34,-24,-52,-36,16,5,N,,0,-10,13934,181,3331,26,2153,
Sardinia,09/05/2020,6,-68,-28,-41,-52,-40,14,5,N,,0,-10,550,4,119,0,98,
Sicily,09/05/2020,6,-61,-22,-37,-54,-37,13,5,N,,0,-10,2080,12,256,3,294,
Trentino-South Tyrol,09/05/2020,6,-63,-27,-42,-46,-37,11,5,N,,0,-10,1303,16,728,1,161,
Tuscany,09/05/2020,6,-65,-32,-22,-47,-40,16,5,N,,0,-10,4448,24,937,7,443,
Umbria,09/05/2020,6,-63,-26,-28,-38,-37,16,5,N,,0,-10,111,1,71,0,51,
Veneto,09/05/2020,6,-63,-22,-35,-55,-40,15,5,N,,0,-10,5877,53,1643,16,475,
Abruzzo,10/05/2020,7,-77,-84,-37,-64,-30,14,5,N,,0,10,1671,17,359,4,243,
Aosta,10/05/2020,7,-87,-67,-78,-70,-43,-,5,N,,0,10,113,5,139,0,48,
Apulia,10/05/2020,7,-69,-57,-34,-64,-27,13,5,N,,0,10,2669,27,448,5,377,
Basilicata,10/05/2020,7,-68,-63,-36,-55,-26,11,5,N,,0,10,143,3,27,0,46,
Calabria,10/05/2020,7,-69,-53,-38,-67,-21,10,5,N,,0,10,596,3,91,1,68,
Campania,10/05/2020,7,-70,-47,-48,-56,-21,12,5,N,,0,10,1915,12,391,3,455,
Emilia-Romagna,10/05/2020,7,-73,-53,-22,-58,-28,13,5,N,,0,10,7191,77,3845,18,1712,
Friuli-Venezia Giulia,10/05/2020,7,-75,-85,-22,-41,-24,12,5,N,,0,10,851,6,310,2,101,
Italia,10/05/2020,7,-74,-61,-43,-57,-28,13,5,N,,,10,83324,802,30560,165,14645,
Lazio,10/05/2020,7,-73,-49,-46,-66,-29,13,5,N,,0,10,4286,32,557,4,1349,
Liguria,10/05/2020,7,-72,-54,-53,-52,-30,14,5,N,,0,10,2900,50,1281,5,522,
Lombardy,10/05/2020,7,-76,-56,-39,-64,-29,14,5,N,,0,10,30190,282,14986,62,5776,
Marche,10/05/2020,7,-71,-60,-32,-42,-30,15,5,N,,0,10,3251,40,960,2,314,
Molise,10/05/2020,7,-74,-57,-34,-49,-27,13,5,N,,0,10,218,23,22,0,9,
Piedmont,10/05/2020,7,-79,-59,-52,-62,-27,15,5,N,,0,10,13650,116,3367,36,2161,
Sardinia,10/05/2020,7,-80,-74,-46,-57,-25,12,5,N,,0,10,515,6,120,1,93,
Sicily,10/05/2020,7,-75,-81,-48,-63,-32,12,5,N,,0,10,2069,14,256,0,289,
Trentino-South Tyrol,10/05/2020,7,-77,-79,-51,-48,-35,11,5,N,,0,10,1245,5,731,3,161,
Tuscany,10/05/2020,7,-72,-53,-40,-53,-28,14,5,N,,0,10,4147,29,942,5,428,
Umbria,10/05/2020,7,-74,-63,-39,-39,-26,14,5,N,,0,10,113,4,71,0,48,
Veneto,10/05/2020,7,-76,-87,-44,-60,-28,13,5,N,,0,10,5591,51,1657,14,445,
Abruzzo,11/05/2020,1,-54,-25,-30,-56,-41,17,5,N,,0,10,1609,4,366,7,240,
Aosta,11/05/2020,1,-70,-30,-58,-56,-47,20,5,N,,0,10,107,1,139,0,45,
Apulia,11/05/2020,1,-52,-27,-33,-62,-41,16,5,N,,0,10,2544,14,451,3,372,
Basilicata,11/05/2020,1,-53,-26,-35,-54,-42,16,5,N,,0,10,142,1,27,0,47,
Calabria,11/05/2020,1,-54,-29,-23,-59,-43,15,5,N,,0,10,568,2,93,2,65,
Campania,11/05/2020,1,-56,-28,-43,-56,-43,17,5,N,,0,10,1909,14,392,1,459,
Emilia-Romagna,11/05/2020,1,-56,-28,-34,-57,-37,18,5,N,,0,10,7040,80,3867,22,1678,
Friuli-Venezia Giulia,11/05/2020,1,-61,-29,-45,-56,-38,20,5,N,,0,10,830,8,312,2,99,
Italia,11/05/2020,1,-58,-31,-45,-61,-43,19,5,N,,,10,82488,744,30739,179,14538,
Lazio,11/05/2020,1,-57,-28,-42,-63,-50,21,5,N,,0,10,4294,25,562,5,1349,
Liguria,11/05/2020,1,-62,-37,-62,-62,-47,22,5,N,,0,10,2844,44,1293,12,522,
Lombardy,11/05/2020,1,-68,-42,-66,-72,-47,23,5,N,,0,10,30411,364,15054,68,5738,
Marche,11/05/2020,1,-53,-30,-28,-45,-38,18,5,N,,0,10,3227,10,964,4,305,
Molise,11/05/2020,1,-53,-32,-39,-48,-41,16,5,N,,0,10,229,13,22,0,11,
Piedmont,11/05/2020,1,-62,-36,-47,-62,-45,21,5,N,,0,10,13338,111,3400,33,2156,
Sardinia,11/05/2020,1,-57,-28,-21,-51,-41,15,5,N,,0,10,511,3,120,0,94,
Sicily,11/05/2020,1,-52,-26,-35,-57,-43,15,5,N,,0,10,2062,12,257,1,287,
Trentino-South Tyrol,11/05/2020,1,-59,-33,-73,-61,-42,19,5,N,,0,10,1182,5,733,2,165,
Tuscany,11/05/2020,1,-57,-29,-49,-57,-40,19,5,N,,0,10,4073,13,950,8,424,
Umbria,11/05/2020,1,-54,-29,-31,-43,-37,17,5,N,,0,10,108,1,71,0,44,
Veneto,11/05/2020,1,-59,-25,-53,-62,-37,18,5,N,,0,10,5460,19,1666,9,438,
Abruzzo,12/05/2020,2,-54,-23,-20,-53,-41,17,5,N,,0,0,1548,8,370,4,230,
Aosta,12/05/2020,2,-68,-30,-40,-48,-45,18,5,N,,0,0,104,2,140,1,45,
Apulia,12/05/2020,2,-50,-22,-15,-57,-41,15,5,N,,0,0,2421,10,456,5,365,
Basilicata,12/05/2020,2,-51,-22,-16,-47,-42,15,5,N,,0,0,140,1,27,0,48,
Calabria,12/05/2020,2,-53,-25,-17,-55,-43,15,5,N,,0,0,568,4,93,0,66,
Campania,12/05/2020,2,-54,-21,-30,-52,-42,17,5,N,,0,0,1877,13,393,1,434,
Emilia-Romagna,12/05/2020,2,-55,-23,-13,-53,-38,19,5,N,,0,0,6801,53,3885,18,1520,
Friuli-Venezia Giulia,12/05/2020,2,-59,-23,-46,-53,-38,20,5,N,,0,0,801,10,313,1,98,
Italia,12/05/2020,2,-56,-24,-27,-56,-42,19,5,N,,,0,81266,1402,30911,172,13817,
Lazio,12/05/2020,2,-57,-23,-40,-63,-50,22,5,N,,0,0,4273,22,566,4,1342,
Liguria,12/05/2020,2,-53,-20,-28,-51,-43,19,5,N,,0,0,2779,31,1301,8,482,
Lombardy,12/05/2020,2,-61,-28,-21,-64,-46,22,5,N,,0,0,30675,1033,15116,62,5544,
Marche,12/05/2020,2,-54,-25,-29,-46,-38,18,5,N,,0,0,3208,25,969,5,254,
Molise,12/05/2020,2,-51,-26,-20,-42,-41,15,5,N,,0,0,226,3,22,0,14,
Piedmont,12/05/2020,2,-58,-27,-19,-55,-43,20,5,N,,0,0,13184,113,3428,28,2036,
Sardinia,12/05/2020,2,-56,-23,1,-46,-40,14,5,N,,0,0,506,1,120,0,88,
Sicily,12/05/2020,2,-52,-24,-22,-53,-42,15,5,N,,0,0,1911,4,261,4,249,
Trentino-South Tyrol,12/05/2020,2,-53,-24,-46,-48,-41,16,5,N,,0,0,1104,6,735,2,152,
Tuscany,12/05/2020,2,-57,-27,-31,-53,-40,20,5,N,,0,0,3841,15,959,9,379,
Umbria,12/05/2020,2,-56,-27,-32,-43,-38,18,5,N,,0,0,109,7,71,0,45,
Veneto,12/05/2020,2,-57,-21,-38,-57,-36,18,5,N,,0,0,5190,41,1686,20,426,
Abruzzo,13/05/2020,3,-54,-23,-18,-54,-40,16,5,N,,0,0,1489,12,375,5,221,
Aosta,13/05/2020,3,-73,-35,-64,-58,-47,21,5,N,,0,0,93,3,141,1,38,
Apulia,13/05/2020,3,-52,-23,-26,-60,-40,15,5,N,,0,0,2322,11,460,4,337,
Basilicata,13/05/2020,3,-53,-22,-23,-49,-41,15,5,N,,0,0,131,2,27,0,43,
Calabria,13/05/2020,3,-56,-25,-30,-58,-43,16,5,N,,0,0,551,2,93,0,65,
Campania,13/05/2020,3,-57,-24,-42,-55,-43,17,5,N,,0,0,1815,15,394,1,421,
Emilia-Romagna,13/05/2020,3,-57,-24,-23,-54,-38,19,5,N,,0,0,6502,50,3905,20,1288,
Friuli-Venezia Giulia,13/05/2020,3,-58,-20,-29,-47,-36,19,5,N,,0,0,779,8,316,3,94,
Italia,13/05/2020,3,-59,-27,-39,-59,-42,19,5,N,,,0,78457,888,31106,195,13065,
Lazio,13/05/2020,3,-60,-26,-48,-64,-50,22,5,N,,0,0,4235,38,577,11,1307,
Liguria,13/05/2020,3,-57,-26,-44,-54,-43,20,5,N,,0,0,2718,67,1314,13,465,
Lombardy,13/05/2020,3,-67,-34,-57,-69,-46,23,5,N,,0,0,30032,394,15185,69,5314,
Marche,13/05/2020,3,-54,-25,-19,-41,-37,18,5,N,,0,0,3013,20,971,2,231,
Molise,13/05/2020,3,-54,-28,-33,-47,-41,16,5,N,,0,0,231,15,22,0,10,
Piedmont,13/05/2020,3,-65,-36,-62,-65,-44,22,5,N,,0,0,12491,169,3460,32,1980,
Sardinia,13/05/2020,3,-58,-26,-8,-47,-40,14,5,N,,0,0,491,1,120,0,88,
Sicily,13/05/2020,3,-55,-26,-39,-57,-43,15,5,N,,0,0,1889,11,262,1,225,
Trentino-South Tyrol,13/05/2020,3,-57,-29,-65,-55,-41,18,5,N,,0,0,986,12,736,1,148,
Tuscany,13/05/2020,3,-58,-28,-36,-52,-39,19,5,N,,0,0,3563,27,964,5,356,
Umbria,13/05/2020,3,-56,-28,-22,-39,-37,17,5,N,,0,0,106,0,72,1,40,
Veneto,13/05/2020,3,-59,-22,-42,-57,-35,18,5,N,,0,0,5020,31,1712,26,394,
Abruzzo,14/05/2020,4,-54,-23,-17,-54,-40,16,5,N,,0,10,1482,9,379,4,221,
Aosta,14/05/2020,4,-69,-31,-47,-48,-45,18,5,N,,0,10,80,3,141,0,38,
Apulia,14/05/2020,4,-52,-24,-35,-61,-40,15,5,N,,0,10,2253,9,461,1,320,
Basilicata,14/05/2020,4,-52,-21,-21,-50,-42,15,5,N,,0,10,127,0,27,0,35,
Calabria,14/05/2020,4,-56,-24,-31,-59,-43,15,5,N,,0,10,524,3,95,2,61,
Campania,14/05/2020,4,-55,-21,-40,-55,-42,16,5,N,,0,10,1765,9,394,0,406,
Emilia-Romagna,14/05/2020,4,-56,-24,-21,-54,-38,18,5,N,,0,10,6301,77,3930,25,983,
Friuli-Venezia Giulia,14/05/2020,4,-56,-19,-14,-45,-36,17,5,N,,0,10,770,5,317,1,151,
Italia,14/05/2020,4,-56,-24,-28,-56,-42,18,5,N,,,10,76440,992,31368,262,12308,
Lazio,14/05/2020,4,-58,-24,-43,-64,-49,21,5,N,,0,10,4096,41,595,18,1257,
Liguria,14/05/2020,4,-53,-21,-21,-49,-42,18,5,N,,0,10,2660,65,1329,15,443,
Lombardy,14/05/2020,4,-61,-27,-18,-63,-45,21,5,N,,0,10,29956,522,15296,111,5115,
Marche,14/05/2020,4,-54,-24,-16,-43,-38,17,5,N,,0,10,2904,15,974,3,207,
Molise,14/05/2020,4,-54,-29,-31,-47,-41,15,5,N,,0,10,229,2,22,0,11,
Piedmont,14/05/2020,4,-58,-25,-16,-55,-43,19,5,N,,0,10,11891,151,3493,33,1891,
Sardinia,14/05/2020,4,-57,-25,-13,-49,-40,14,5,N,,0,10,465,0,125,5,86,
Sicily,14/05/2020,4,-54,-24,-36,-58,-43,15,5,N,,0,10,1854,12,263,1,215,
Trentino-South Tyrol,14/05/2020,4,-53,-26,-40,-47,-40,15,5,N,,0,10,885,6,738,2,136,
Tuscany,14/05/2020,4,-57,-26,-26,-51,-39,18,5,N,,0,10,3388,30,973,9,337,
Umbria,14/05/2020,4,-55,-26,-25,-39,-37,17,5,N,,0,10,92,1,73,1,27,
Veneto,14/05/2020,4,-56,-20,-25,-55,-35,16,5,N,,0,10,4718,32,1743,31,368,
Abruzzo,15/05/2020,5,-55,-20,-22,-56,-40,18,5,N,,0,0,1454,12,381,2,211,
Aosta,15/05/2020,5,-72,-31,-56,-58,-46,21,5,N,,0,0,77,6,142,1,37,
Apulia,15/05/2020,5,-51,-20,-25,-61,-40,15,5,N,,0,0,2181,9,461,0,308,
Basilicata,15/05/2020,5,-53,-18,-25,-47,-41,16,5,N,,0,0,120,0,27,0,34,
Calabria,15/05/2020,5,-55,-24,-26,-61,-42,16,5,N,,0,0,505,1,95,0,58,
Campania,15/05/2020,5,-55,-17,-38,-54,-42,17,5,N,,0,0,1736,15,396,2,358,
Emilia-Romagna,15/05/2020,5,-56,-19,-22,-55,-38,19,5,N,,0,0,6001,54,3943,13,877,
Friuli-Venezia Giulia,15/05/2020,5,-60,-18,-47,-52,-38,21,5,N,,0,0,741,14,318,1,83,
Italia,15/05/2020,5,-58,-22,-34,-58,-42,20,5,N,,,0,72070,789,31610,242,11600,
Lazio,15/05/2020,5,-59,-20,-36,-63,-48,22,5,N,,0,0,4088,73,604,9,1252,
Liguria,15/05/2020,5,-56,-22,-32,-56,-43,21,5,N,,0,0,2603,65,1336,7,416,
Lombardy,15/05/2020,5,-64,-29,-41,-66,-46,24,5,N,,0,0,27746,299,15411,115,4981,
Marche,15/05/2020,5,-55,-20,-19,-45,-38,19,5,N,,0,0,2795,16,977,3,196,
Molise,15/05/2020,5,-54,-24,-37,-48,-41,17,5,N,,0,0,227,4,22,0,10,
Piedmont,15/05/2020,5,-60,-25,-26,-57,-43,22,5,N,,0,0,11113,137,3557,64,1701,
Sardinia,15/05/2020,5,-58,-23,-17,-49,-40,15,5,N,,0,0,461,3,125,0,85,
Sicily,15/05/2020,5,-53,-19,-27,-58,-42,15,5,N,,0,0,1760,8,263,0,209,
Trentino-South Tyrol,15/05/2020,5,-57,-25,-64,-57,-41,19,5,N,,0,0,765,3,741,3,117,
Tuscany,15/05/2020,5,-59,-24,-33,-54,-40,20,5,N,,0,0,3168,24,976,3,305,
Umbria,15/05/2020,5,-56,-24,-29,-42,-37,17,5,N,,0,0,90,2,73,0,27,
Veneto,15/05/2020,5,-59,-16,-43,-61,-37,19,5,N,,0,0,4439,44,1762,19,335,
Abruzzo,16/05/2020,6,-59,-21,-22,-56,-35,15,5,N,,0,10,1423,30,383,2,202,
Aosta,16/05/2020,6,-79,-41,-69,-61,-41,16,5,N,,0,10,75,1,142,0,33,
Apulia,16/05/2020,6,-54,-21,-22,-57,-34,13,5,N,,0,10,2104,8,463,2,294,
Basilicata,16/05/2020,6,-55,-19,-31,-51,-36,14,5,N,,0,10,113,1,27,0,30,
Calabria,16/05/2020,6,-58,-24,-33,-57,-35,13,5,N,,0,10,474,7,95,0,58,
Campania,16/05/2020,6,-58,-19,-35,-49,-31,13,5,N,,0,10,1710,14,396,0,367,
Emilia-Romagna,16/05/2020,6,-61,-23,-38,-54,-36,16,5,N,,0,10,5852,72,3960,17,852,
Friuli-Venezia Giulia,16/05/2020,6,-60,-17,-18,-41,-32,15,5,N,,0,10,680,8,319,1,82,
Italia,16/05/2020,6,-61,-26,-37,-53,-34,15,5,N,,,10,70187,875,31763,153,11175,
Lazio,16/05/2020,6,-61,-23,-36,-57,-30,14,5,N,,0,10,4022,32,616,12,1232,
Liguria,16/05/2020,6,-62,-27,-50,-52,-28,15,5,N,,0,10,2533,51,1346,10,395,
Lombardy,16/05/2020,6,-65,-34,-30,-58,-37,17,5,N,,0,10,27679,399,15450,39,4789,
Marche,16/05/2020,6,-61,-24,-40,-44,-38,18,5,N,,0,10,2657,23,982,5,171,
Molise,16/05/2020,6,-58,-26,-32,-44,-35,15,5,N,,0,10,215,3,22,0,10,
Piedmont,16/05/2020,6,-66,-33,-53,-57,-32,17,5,N,,0,10,10702,137,3594,37,1662,
Sardinia,16/05/2020,6,-62,-24,-38,-49,-35,13,5,N,,0,10,415,4,125,0,85,
Sicily,16/05/2020,6,-57,-19,-32,-53,-32,11,5,N,,0,10,1659,8,265,2,171,
Trentino-South Tyrol,16/05/2020,6,-56,-24,-47,-47,-30,11,5,N,,0,10,688,8,743,2,105,
Tuscany,16/05/2020,6,-63,-29,-30,-49,-35,16,5,N,,0,10,2943,30,979,3,300,
Umbria,16/05/2020,6,-63,-26,-47,-46,-33,16,5,N,,0,10,81,0,73,0,27,
Veneto,16/05/2020,6,-61,-20,-41,-59,-34,15,5,N,,0,10,4162,39,1783,21,310,
Abruzzo,17/05/2020,7,-75,-84,-25,-63,-25,13,5,N,,0,10,1422,8,385,2,199,
Aosta,17/05/2020,7,-82,-57,-63,-63,-36,-,5,N,,0,10,68,0,143,1,31,
Apulia,17/05/2020,7,-60,-50,4,-58,-20,10,5,N,,0,10,2017,5,470,7,284,
Basilicata,17/05/2020,7,-60,-53,-17,-47,-16,9,5,N,,0,10,104,2,27,0,30,
Calabria,17/05/2020,7,-63,-48,-14,-62,-17,9,5,N,,0,10,422,0,95,0,58,
Campania,17/05/2020,7,-66,-41,-39,-55,-17,11,5,N,,0,10,1696,16,396,0,359,
Emilia-Romagna,17/05/2020,7,-67,-45,-1,-54,-20,12,5,N,,0,10,5656,50,3973,13,832,
Friuli-Venezia Giulia,17/05/2020,7,-71,-84,-1,-38,-19,12,5,N,,0,10,654,8,319,0,83,
Italia,17/05/2020,7,-68,-56,-24,-52,-21,12,5,N,,,10,68351,675,31908,145,11073,
Lazio,17/05/2020,7,-69,-43,-37,-63,-23,13,5,N,,0,10,3910,50,622,6,1224,
Liguria,17/05/2020,7,-64,-44,-31,-45,-23,12,5,N,,0,10,2456,48,1355,9,384,
Lombardy,17/05/2020,7,-70,-51,-17,-58,-22,13,5,N,,0,10,27430,326,15519,69,4735,
Marche,17/05/2020,7,-65,-52,-11,-36,-22,13,5,N,,0,10,2565,25,984,2,169,
Molise,17/05/2020,7,-72,-56,-34,-51,-23,13,5,N,,0,10,216,1,22,0,13,
Piedmont,17/05/2020,7,-72,-54,-23,-53,-21,13,5,N,,0,10,10239,64,3612,18,1721,
Sardinia,17/05/2020,7,-70,-62,-9,-48,-17,9,5,N,,0,10,405,1,125,0,86,
Sicily,17/05/2020,7,-70,-79,-29,-61,-25,10,5,N,,0,10,1555,6,267,2,158,
Trentino-South Tyrol,17/05/2020,7,-67,-77,-30,-40,-33,9,5,N,,0,10,615,15,743,0,104,
Tuscany,17/05/2020,7,-67,-49,-22,-49,-20,12,5,N,,0,10,2802,35,984,5,281,
Umbria,17/05/2020,7,-71,-59,-27,-38,-18,13,5,N,,0,10,78,2,73,0,27,
Veneto,17/05/2020,7,-72,-85,-20,-54,-22,12,5,N,,0,10,4041,13,1794,11,295,
Abruzzo,18/05/2020,1,-35,-14,-8,-46,-33,12,5,N,,0,0,1413,7,388,3,197,
Aosta,18/05/2020,1,-54,-20,-31,-45,-40,14,5,N,,0,0,60,1,143,0,30,
Apulia,18/05/2020,1,-30,-15,2,-52,-34,11,5,N,,0,0,1995,7,471,1,276,
Basilicata,18/05/2020,1,-36,-14,-11,-41,-35,12,5,N,,0,0,93,0,27,0,30,
Calabria,18/05/2020,1,-37,-16,-7,-52,-36,12,5,N,,0,0,401,0,95,0,55,
Campania,18/05/2020,1,-40,-17,-22,-46,-36,13,5,N,,0,0,1673,11,399,3,359,
Emilia-Romagna,18/05/2020,1,-36,-19,1,-46,-31,13,5,N,,0,0,5525,35,3986,13,813,
Friuli-Venezia Giulia,18/05/2020,1,-31,-15,13,-37,-31,13,5,N,,0,0,621,7,320,1,84,
Italia,18/05/2020,1,-38,-19,-11,-48,-36,14,5,N,,,0,66553,451,32007,99,10956,
Lazio,18/05/2020,1,-39,-19,-29,-55,-43,17,5,N,,0,0,3826,39,628,6,1210,
Liguria,18/05/2020,1,-35,-19,-6,-42,-35,14,5,N,,0,0,2339,32,1367,12,383,
Lombardy,18/05/2020,1,-42,-24,9,-56,-40,17,5,N,,0,0,27073,175,15543,24,4734,
Marche,18/05/2020,1,-36,-21,-18,-38,-32,14,5,N,,0,0,2315,11,984,0,173,
Molise,18/05/2020,1,-36,-21,-18,-35,-34,12,5,N,,0,0,217,11,22,0,11,
Piedmont,18/05/2020,1,-42,-22,16,-46,-38,15,5,N,,0,0,9874,72,3632,20,1688,
Sardinia,18/05/2020,1,-42,-21,-33,-46,-36,13,5,N,,0,0,380,0,126,1,82,
Sicily,18/05/2020,1,-36,-14,-23,-50,-35,11,5,N,,0,0,1539,7,267,0,150,
Trentino-South Tyrol,18/05/2020,1,-41,-23,-39,-44,-36,12,5,N,,0,0,555,14,744,1,107,
Tuscany,18/05/2020,1,-41,-20,-30,-48,-34,15,5,N,,0,0,2573,13,989,5,263,
Umbria,18/05/2020,1,-37,-20,-23,-36,-31,13,5,N,,0,0,77,0,73,0,26,
Veneto,18/05/2020,1,-34,-14,-6,-50,-30,12,5,N,,0,0,4004,9,1803,9,285,
Abruzzo,19/05/2020,2,-38,-15,-7,-45,-35,13,5,N,,0,0,1389,4,389,1,194,
Aosta,19/05/2020,2,-55,-21,-20,-38,-39,13,5,N,,0,0,49,1,143,0,27,
Apulia,19/05/2020,2,-34,-14,-8,-50,-35,11,5,N,,0,0,1941,10,473,2,269,
Basilicata,19/05/2020,2,-37,-13,-12,-43,-36,12,5,N,,0,0,84,1,27,0,27,
Calabria,19/05/2020,2,-39,-16,-16,-48,-38,12,5,N,,0,0,382,2,95,0,52,
Campania,19/05/2020,2,-39,-12,-17,-44,-37,13,5,N,,0,0,1518,12,399,0,347,
Emilia-Romagna,19/05/2020,2,-41,-18,-21,-49,-33,16,5,N,,0,0,5330,47,3997,11,769,
Friuli-Venezia Giulia,19/05/2020,2,-38,-16,-28,-42,-32,15,5,N,,0,0,600,5,320,0,78,
Italia,19/05/2020,2,-40,-18,-22,-50,-37,15,5,N,,,0,65129,813,32169,162,10707,
Lazio,19/05/2020,2,-39,-16,-25,-55,-44,17,5,N,,0,0,3786,20,640,12,1198,
Liguria,19/05/2020,2,-42,-20,-30,-46,-37,16,5,N,,0,0,2264,66,1376,9,360,
Lombardy,19/05/2020,2,-46,-23,-23,-59,-41,19,5,N,,0,0,27291,462,15597,54,4670,
Marche,19/05/2020,2,-39,-18,-12,-39,-32,15,5,N,,0,0,2128,-3,986,2,161,
